authors_total,boundary_sha,censor_on,commits_total,days_since_old_line_release,dormant_days,duration_days,engine,event,event_on,lag_releases,last_activity_on,latest_stable_at_end,origin_on,origin_rule,repo_id,schema,still_supported,stratum,v
1,a9f3ccb41be5037990770b9e5357bbb091464a7a,,40,105,,480,godot,1,2024-01-08,3,2024-01-08,4.2.1,2022-09-15,4.0-beta1,noidexe/top-down-action-rpg-template,lag_observations,True,template,0.1
3,2c8bdc93e4eb274700d93e0a62c5f9e8a3152bac,,22,12,,18,godot,1,2023-03-19,0,2023-03-18,4.0,2023-03-01,4.0-stable,viniciusgerevini/godot-goap,lag_observations,True,demo,0.1
3,2c8bdc93e4eb274700d93e0a62c5f9e8a3152bac,,22,12,,185,godot,1,2023-03-19,1,2023-03-18,4.0,2022-09-15,4.0-beta1,viniciusgerevini/godot-goap,lag_observations,True,demo,0.1
4,8f8c9930aeba12e2289f59585f128766b974a789,,17,276,,1243,godot,1,2026-07-26,7,2026-07-26,4.7.1,2023-03-01,4.0-stable,Greaby/godot-perceptron,lag_observations,True,learning-material,0.1
4,8f8c9930aeba12e2289f59585f128766b974a789,,17,276,,1410,godot,1,2026-07-26,8,2026-07-26,4.7.1,2022-09-15,4.0-beta1,Greaby/godot-perceptron,lag_observations,True,learning-material,0.1
2,c70e30b71d4558940f78c7b7323f8978598626e3,,37,94,,100,godot,1,2023-06-09,0,2023-06-09,4.0.3,2023-03-01,4.0-stable,MateuSai/Godot-Roguelike-Tutorial,lag_observations,True,game,0.1
2,c70e30b71d4558940f78c7b7323f8978598626e3,,37,94,,267,godot,1,2023-06-09,1,2023-06-09,4.0.3,2022-09-15,4.0-beta1,MateuSai/Godot-Roguelike-Tutorial,lag_observations,True,game,0.1
3,,2026-08-26,15,4,455,1274,godot,0,,7,2025-05-28,4.7.2,2023-03-01,4.0-stable,ReunMedia/gamedev-compass,lag_observations,True,learning-material,0.1
3,,2026-08-26,15,4,455,1372,godot,0,,8,2025-05-28,4.7.2,2022-11-23,4.0-beta1,ReunMedia/gamedev-compass,lag_observations,True,learning-material,0.1
2,704cfe5d55d1bad4018fdc5c75ffa5ba6b28e1a8,,11,29,,35,godot,1,2023-04-05,0,2023-04-05,4.0.2,2023-03-01,4.0-stable,makifdb/godot-match3-template,lag_observations,True,template,0.1
2,704cfe5d55d1bad4018fdc5c75ffa5ba6b28e1a8,,11,29,,202,godot,1,2023-04-05,1,2023-04-05,4.0.2,2022-09-15,4.0-beta1,makifdb/godot-match3-template,lag_observations,True,template,0.1
9,904d8fed7a76ed2e619a12f259a9914cf22ba32e,,361,195,,201,godot,1,2023-09-18,1,2026-06-21,4.1.1,2023-03-01,4.0-stable,crystal-bit/godot-game-template,lag_observations,True,template,0.1
9,904d8fed7a76ed2e619a12f259a9914cf22ba32e,,361,195,,368,godot,1,2023-09-18,2,2026-06-21,4.1.1,2022-09-15,4.0-beta1,crystal-bit/godot-game-template,lag_observations,True,template,0.1
2,,2026-08-26,37,4,755,1274,godot,0,,7,2024-08-01,4.7.2,2023-03-01,4.0-stable,FunNoober/BRD-Sharp,lag_observations,True,tool,0.1
2,,2026-08-26,37,4,755,1441,godot,0,,8,2024-08-01,4.7.2,2022-09-15,4.0-beta1,FunNoober/BRD-Sharp,lag_observations,True,tool,0.1
2,01eff331352af18cbb2dedac4d91e2b63238cf2b,,1391,141,,154,godot,1,2023-02-16,0,2026-05-06,3.5.1,2022-09-15,4.0-beta1,rednir/OsuSkinMixer,lag_observations,True,unknown,0.1
2,4cc220fa0e476abf605ff6deca484d23d9c4be47,,128,66,,72,godot,1,2023-05-12,0,2023-10-17,4.0.2,2023-03-01,4.0-stable,rakkarage/PixelFood,lag_observations,True,demo,0.1
2,4cc220fa0e476abf605ff6deca484d23d9c4be47,,128,66,,239,godot,1,2023-05-12,1,2023-10-17,4.0.2,2022-09-15,4.0-beta1,rakkarage/PixelFood,lag_observations,True,demo,0.1
6,7a747e581e58c8d472b30e1cdb7f0d682d3dae75,,103,301,,1268,godot,1,2026-08-20,7,2026-08-20,4.7.2,2023-03-01,4.0-stable,gdquest-demos/godot-2d-builder,lag_observations,True,demo,0.1
6,7a747e581e58c8d472b30e1cdb7f0d682d3dae75,,103,301,,1435,godot,1,2026-08-20,8,2026-08-20,4.7.2,2022-09-15,4.0-beta1,gdquest-demos/godot-2d-builder,lag_observations,True,demo,0.1
6,,2026-08-26,92,4,1207,1274,godot,0,,7,2023-05-07,4.7.2,2023-03-01,4.0-stable,gdquest-demos/godot-3-beginner-2d-platformer,lag_observations,True,game,0.1
6,,2026-08-26,92,4,1207,1441,godot,0,,8,2023-05-07,4.7.2,2022-09-15,4.0-beta1,gdquest-demos/godot-3-beginner-2d-platformer,lag_observations,True,game,0.1
1,e6be86c28d5afa9e6639f82c0e3d05ce2d67168b,,2,173,,179,godot,1,2023-08-27,1,2023-08-27,4.1.1,2023-03-01,4.0-stable,theRealProHacker/BirdsTD,lag_observations,True,game,0.1
1,e6be86c28d5afa9e6639f82c0e3d05ce2d67168b,,2,173,,254,godot,1,2023-08-27,2,2023-08-27,4.1.1,2022-12-16,4.0-beta1,theRealProHacker/BirdsTD,lag_observations,True,game,0.1
3,,2026-08-26,50,4,1952,1274,godot,0,,7,2021-04-22,4.7.2,2023-03-01,4.0-stable,BastiaanOlij/godot3_test_projects,lag_observations,True,game,0.1
3,,2026-08-26,50,4,1952,1441,godot,0,,8,2021-04-22,4.7.2,2022-09-15,4.0-beta1,BastiaanOlij/godot3_test_projects,lag_observations,True,game,0.1
2,0afa6d834e671cbacb6372edec7ab154d4a949b1,,2683,134,,147,godot,1,2023-02-09,0,2026-02-22,3.5.1,2022-09-15,4.0-beta1,russmatney/dino,lag_observations,True,addon,0.1
3,9593a8635f5014de628e0a32154f84579621bfc8,,200,116,,129,godot,1,2023-01-22,0,2025-01-05,3.5.1,2022-09-15,4.0-beta1,sakkaku-dev/godot-template,lag_observations,True,template,0.1
2,23cb4d68120571437adb4bb372103047a7a25b18,,23,14,,20,godot,1,2023-03-21,0,2024-10-16,4.0.1,2023-03-01,4.0-stable,niscolas/nvim-godot,lag_observations,True,tool,0.1
2,23cb4d68120571437adb4bb372103047a7a25b18,,23,14,,55,godot,1,2023-03-21,1,2024-10-16,4.0.1,2023-01-25,4.0-beta1,niscolas/nvim-godot,lag_observations,True,tool,0.1
3,6d9c10e11baafc649e894331269a4ccc9d26f486,,303,75,,81,godot,1,2023-05-21,0,2025-11-02,4.0.3,2023-03-01,4.0-stable,Flone-dnb/FBugReporter,lag_observations,True,tool,0.1
3,6d9c10e11baafc649e894331269a4ccc9d26f486,,303,75,,248,godot,1,2023-05-21,1,2025-11-02,4.0.3,2022-09-15,4.0-beta1,Flone-dnb/FBugReporter,lag_observations,True,tool,0.1
2,4d743b0f781e046eb413d3175252a71fdebee397,,107,31,,37,godot,1,2023-04-07,0,2026-06-20,4.0.2,2023-03-01,4.0-stable,amedlock/minotaur,lag_observations,True,unknown,0.1
2,4d743b0f781e046eb413d3175252a71fdebee397,,107,31,,204,godot,1,2023-04-07,1,2026-06-20,4.0.2,2022-09-15,4.0-beta1,amedlock/minotaur,lag_observations,True,unknown,0.1
3,5339f568b3005ea9c67d15b9dbd7d0c99f709e5e,,274,137,,143,godot,1,2023-07-22,1,2025-01-18,4.1.1,2023-03-01,4.0-stable,retrohub-org/retrohub,lag_observations,True,library,0.1
3,5339f568b3005ea9c67d15b9dbd7d0c99f709e5e,,274,137,,310,godot,1,2023-07-22,2,2025-01-18,4.1.1,2022-09-15,4.0-beta1,retrohub-org/retrohub,lag_observations,True,library,0.1
2,72fddb58527bb31ea813ecf0a1067e6d6209aaa7,,43,8,,14,godot,1,2023-03-15,0,2023-08-11,4.0,2023-03-01,4.0-stable,MenacingMecha/godot-n64-shader-demo,lag_observations,True,demo,0.1
2,72fddb58527bb31ea813ecf0a1067e6d6209aaa7,,43,8,,181,godot,1,2023-03-15,1,2023-08-11,4.0,2022-09-15,4.0-beta1,MenacingMecha/godot-n64-shader-demo,lag_observations,True,demo,0.1
1,,2026-08-26,131,4,1043,1274,godot,0,,7,2023-10-18,4.7.2,2023-03-01,4.0-stable,ImmersiveRPG/ExampleRagdoll,lag_observations,True,demo,0.1
1,,2026-08-26,131,4,1043,1440,godot,0,,8,2023-10-18,4.7.2,2022-09-16,4.0-beta1,ImmersiveRPG/ExampleRagdoll,lag_observations,True,demo,0.1
27,,2026-08-26,246,4,1153,1274,godot,0,,7,2023-06-30,4.7.2,2023-03-01,4.0-stable,gdquest-demos/godot-3-demos,lag_observations,True,learning-material,0.1
27,,2026-08-26,246,4,1153,1441,godot,0,,8,2023-06-30,4.7.2,2022-09-15,4.0-beta1,gdquest-demos/godot-3-demos,lag_observations,True,learning-material,0.1
1,abc83e732ae134d5a44527045294ea591133e304,,830,0,,6,godot,1,2023-03-07,0,2026-08-01,4.0,2023-03-01,4.0-stable,Dheatly23/godot-wasm,lag_observations,True,library,0.1
1,abc83e732ae134d5a44527045294ea591133e304,,830,0,,88,godot,1,2023-03-07,1,2026-08-01,4.0,2022-12-09,4.0-beta1,Dheatly23/godot-wasm,lag_observations,True,library,0.1
4,e61518f567af5a2bde417c647fa9c8a455d197c0,,113,34,,40,godot,1,2023-04-10,0,2026-03-10,4.0.2,2023-03-01,4.0-stable,MechanicalFlower/godot-template,lag_observations,True,template,0.1
4,e61518f567af5a2bde417c647fa9c8a455d197c0,,113,34,,207,godot,1,2023-04-10,1,2026-03-10,4.0.2,2022-09-15,4.0-beta1,MechanicalFlower/godot-template,lag_observations,True,template,0.1
4,f2cbc481e93420a56beab11f1db8f8c77999a3b8,,76,194,,200,godot,1,2023-09-17,1,2024-11-08,4.1.1,2023-03-01,4.0-stable,FreeFlyFall/RigidBodyController,lag_observations,True,unknown,0.1
4,f2cbc481e93420a56beab11f1db8f8c77999a3b8,,76,194,,367,godot,1,2023-09-17,2,2024-11-08,4.1.1,2022-09-15,4.0-beta1,FreeFlyFall/RigidBodyController,lag_observations,True,unknown,0.1
1,1b8b8eeecf9b10ca6709d272618846e423012d4c,,135,55,,613,godot,1,2024-11-03,3,2026-05-14,4.3,2023-03-01,4.0-stable,ydipeepo/godot-motion,lag_observations,True,addon,0.1
1,1b8b8eeecf9b10ca6709d272618846e423012d4c,,135,55,,780,godot,1,2024-11-03,4,2026-05-14,4.3,2022-09-15,4.0-beta1,ydipeepo/godot-motion,lag_observations,True,addon,0.1
7,7d70dc51c0acce9941e5130b865ee4eb566f6258,,146,12,,18,godot,1,2023-03-19,0,2026-08-10,4.0,2023-03-01,4.0-stable,viniciusgerevini/godot-clyde-dialogue,lag_observations,True,addon,0.1
7,7d70dc51c0acce9941e5130b865ee4eb566f6258,,146,12,,185,godot,1,2023-03-19,1,2026-08-10,4.0,2022-09-15,4.0-beta1,viniciusgerevini/godot-clyde-dialogue,lag_observations,True,addon,0.1
4,d0c7e429560217a241b9ddbf4797ee500cda6b52,,101,125,,20,godot,1,2023-01-31,0,2024-01-08,3.5.1,2023-01-11,4.0-beta1,jirikostiha/cellular-automaton,lag_observations,True,game,0.1
3,7a3493dc564c1a141384524be0d3b56d9554f4ca,,15,281,,1248,godot,1,2026-07-31,7,2026-08-02,4.7.1,2023-03-01,4.0-stable,Greaby/godot-neuroevolution,lag_observations,True,learning-material,0.1
3,7a3493dc564c1a141384524be0d3b56d9554f4ca,,15,281,,1415,godot,1,2026-07-31,8,2026-08-02,4.7.1,2022-09-15,4.0-beta1,Greaby/godot-neuroevolution,lag_observations,True,learning-material,0.1
4,1ebcf19b4153964c958e2b67e81714ada1060eea,,31,27,,994,godot,1,2025-11-19,5,2025-11-22,4.5.1,2023-03-01,4.0-stable,bakneko/WaveShooter,lag_observations,True,learning-material,0.1
4,1ebcf19b4153964c958e2b67e81714ada1060eea,,31,27,,1161,godot,1,2025-11-19,6,2025-11-22,4.5.1,2022-09-15,4.0-beta1,bakneko/WaveShooter,lag_observations,True,learning-material,0.1
4,543208d7666c09d4e73935ededeb4794454b4ce2,,2787,145,,25,godot,1,2023-02-20,0,2026-02-21,3.5.1,2023-01-26,4.0-beta1,Lamby777/PETS-G,lag_observations,True,game,0.1
5,97a9c817324a4ef19b76934fdc62ebcbded2d6c1,,65,136,,149,godot,1,2023-02-11,0,2024-04-25,3.5.1,2022-09-15,4.0-beta1,Whimfoome/godot-FirstPersonStarter,lag_observations,True,template,0.1
2,021aa354289180aae7bfd487bd503729925c45d9,,10,276,,1243,godot,1,2026-07-26,7,2026-07-26,4.7.1,2023-03-01,4.0-stable,Greaby/godot-2d-track-generator,lag_observations,True,tool,0.1
2,021aa354289180aae7bfd487bd503729925c45d9,,10,276,,1410,godot,1,2026-07-26,8,2026-07-26,4.7.1,2022-09-15,4.0-beta1,Greaby/godot-2d-track-generator,lag_observations,True,tool,0.1
2,c2a17228c19c4f959367b139e39c5e24dd7edd36,,48,7,,13,godot,1,2023-03-14,0,2023-11-08,4.0,2023-03-01,4.0-stable,jeremyz/godot-hexgrid,lag_observations,True,library,0.1
2,c2a17228c19c4f959367b139e39c5e24dd7edd36,,48,7,,180,godot,1,2023-03-14,1,2023-11-08,4.0,2022-09-15,4.0-beta1,jeremyz/godot-hexgrid,lag_observations,True,library,0.1
8,74c65b4986118059ca779c12cbf54143ab27ce8d,,55,16,,574,godot,1,2024-09-25,3,2026-05-16,4.3,2023-03-01,4.0-stable,gdquest-demos/godot-visual-effects,lag_observations,True,learning-material,0.1
8,74c65b4986118059ca779c12cbf54143ab27ce8d,,55,16,,741,godot,1,2024-09-25,4,2026-05-16,4.3,2022-09-15,4.0-beta1,gdquest-demos/godot-visual-effects,lag_observations,True,learning-material,0.1
11,a05b9c6f347c73df5add9cd55893c700953c4e31,,303,68,,12,godot,1,2022-12-05,0,2026-05-25,3.5.1,2022-11-23,4.0-beta1,YarnSpinnerTool/YarnSpinner-Godot,lag_observations,True,tool,0.1
3,2f04e2ec95d776736ad55d9af3791582a63a6ffc,,27,40,,46,godot,1,2023-04-16,0,2024-06-21,4.0.2,2023-03-01,4.0-stable,LucaJunge/godot_orbit_controls,lag_observations,True,addon,0.1
3,2f04e2ec95d776736ad55d9af3791582a63a6ffc,,27,40,,213,godot,1,2023-04-16,1,2024-06-21,4.0.2,2022-09-15,4.0-beta1,LucaJunge/godot_orbit_controls,lag_observations,True,addon,0.1
3,ea291d949a2150a42dff2900192c7491c8e705ab,,522,66,,72,godot,1,2023-05-12,0,2023-10-17,4.0.2,2023-03-01,4.0-stable,rakkarage/PixelInterface,lag_observations,True,demo,0.1
3,ea291d949a2150a42dff2900192c7491c8e705ab,,522,66,,239,godot,1,2023-05-12,1,2023-10-17,4.0.2,2022-09-15,4.0-beta1,rakkarage/PixelInterface,lag_observations,True,demo,0.1
2,,2026-08-26,355,4,633,1274,godot,0,,7,2024-12-01,4.7.2,2023-03-01,4.0-stable,MrEliptik/godot_experiments,lag_observations,True,game,0.1
2,,2026-08-26,355,4,633,1441,godot,0,,8,2024-12-01,4.7.2,2022-09-15,4.0-beta1,MrEliptik/godot_experiments,lag_observations,True,game,0.1
3,5b54d6157cdabc8c251f77fa7586fb7764967af7,,22,76,,284,godot,1,2023-12-10,2,2023-12-12,4.2,2023-03-01,4.0-stable,andrew-wilkes/godot-behaviour-tree,lag_observations,True,library,0.1
3,5b54d6157cdabc8c251f77fa7586fb7764967af7,,22,76,,451,godot,1,2023-12-10,3,2023-12-12,4.2,2022-09-15,4.0-beta1,andrew-wilkes/godot-behaviour-tree,lag_observations,True,library,0.1
3,8d172ac26b35ba41839923e7e846d8a9e72707a8,,9,106,,314,godot,1,2024-01-09,2,2024-01-09,4.2.1,2023-03-01,4.0-stable,DeybisMelendez/godot-template,lag_observations,True,template,0.1
3,8d172ac26b35ba41839923e7e846d8a9e72707a8,,9,106,,481,godot,1,2024-01-09,3,2024-01-09,4.2.1,2022-09-15,4.0-beta1,DeybisMelendez/godot-template,lag_observations,True,template,0.1
2,3ed3f697b2b82eeba3ce7d03b9a4f3905ccf7b46,,5,14,,20,godot,1,2023-03-21,0,2023-09-17,4.0.1,2023-03-01,4.0-stable,msub2/godot-webxr-template,lag_observations,True,template,0.1
2,3ed3f697b2b82eeba3ce7d03b9a4f3905ccf7b46,,5,14,,187,godot,1,2023-03-21,1,2023-09-17,4.0.1,2022-09-15,4.0-beta1,msub2/godot-webxr-template,lag_observations,True,template,0.1
2,8e847e59021ec130e7c9c52117a5cbecc1b4a121,,28,2,,210,godot,1,2023-09-27,1,2024-09-03,4.1.1,2023-03-01,4.0-stable,Greaby/godot-qrcode-generator,lag_observations,True,tool,0.1
2,8e847e59021ec130e7c9c52117a5cbecc1b4a121,,28,2,,377,godot,1,2023-09-27,2,2024-09-03,4.1.1,2022-09-15,4.0-beta1,Greaby/godot-qrcode-generator,lag_observations,True,tool,0.1
3,5a2102468f0c8b543fc38daa57231af724c1f883,,38,123,,1090,godot,1,2026-02-23,6,2026-02-23,4.6.1,2023-03-01,4.0-stable,brodcoli/Godot-Small-FPS,lag_observations,True,game,0.1
3,5a2102468f0c8b543fc38daa57231af724c1f883,,38,123,,1257,godot,1,2026-02-23,7,2026-02-23,4.6.1,2022-09-15,4.0-beta1,brodcoli/Godot-Small-FPS,lag_observations,True,game,0.1
45,cc00d1b9678b0d1ffa0685dc212f1e7ecfed15ec,,677,157,,3,godot,1,2023-03-04,0,2026-08-02,4.0,2023-03-01,4.0-stable,GodotVR/godot-xr-tools,lag_observations,True,tool,0.1
45,cc00d1b9678b0d1ffa0685dc212f1e7ecfed15ec,,677,157,,170,godot,1,2023-03-04,1,2026-08-02,4.0,2022-09-15,4.0-beta1,GodotVR/godot-xr-tools,lag_observations,True,tool,0.1
3,b0ef45e6aeb036d04559607588653df388588e76,,58,328,,536,godot,1,2024-08-18,3,2024-08-18,4.3,2023-03-01,4.0-stable,TobiasKozel/VAEG,lag_observations,True,demo,0.1
3,b0ef45e6aeb036d04559607588653df388588e76,,58,328,,703,godot,1,2024-08-18,4,2024-08-18,4.3,2022-09-15,4.0-beta1,TobiasKozel/VAEG,lag_observations,True,demo,0.1
6,ae711f89fe85e920ae645c9299a6a5ec23608efe,,142,1,,7,godot,1,2023-03-08,0,2023-09-14,4.0,2023-03-01,4.0-stable,MenacingMecha/godot-psx-style-demo,lag_observations,True,demo,0.1
6,ae711f89fe85e920ae645c9299a6a5ec23608efe,,142,1,,174,godot,1,2023-03-08,1,2023-09-14,4.0,2022-09-15,4.0-beta1,MenacingMecha/godot-psx-style-demo,lag_observations,True,demo,0.1
2,7d3d207f925336048e37fc81b7ad83b162863b0f,,396,126,,139,godot,1,2023-02-01,0,2023-02-01,3.5.1,2022-09-15,4.0-beta1,Raccoons-Rise-Up/client-godot,lag_observations,True,game,0.1
